AGE_REF,BLS_URBN,EDUC_REF,FAM_SIZE,FAM_TYPE,MARITAL1,NO_EARNR,PERSLT18,QINTRVMO,QINTRVYR,REGION,SEX_REF,TOTEXPPQ,FDHOMEPQ,FDAWAYPQ,ALCBEVPQ,HOUSPQ,SHELTPQ,APPARPQ,TRANSPQ,HEALTHPQ,ENTERTPQ,EDUCAPQ,TOBACCPQ,CUID,FINCBTXM,HIGH_EDU,quarter,GROCERPQ,food_home_pq,food_away_pq,food_total_pq,TOTEXPPQ_M,food_total_m,food_home_m,food_away_m,HOUSPQ_M,SHELTPQ_M,TRANSPQ_M,HEALTHPQ_M,EDUCAPQ_M,ENTERTPQ_M,APPARPQ_M,ALCBEVPQ_M,TOBACCPQ_M,FINCBTXM_M,share_food,share_food_home,share_food_away,share_housing,share_shelter,share_transport,share_health,share_education,share_entertainment,share_apparel,share_alcohol,share_tobacco,share_others,food_share_engel,oecd_scale,percapita_exp_m
66,1,12,1,8,2,1,0,6,2023,2,1,1561.8,380.2667,274.3333,108.0,405.0,350.0,33.3333,100.0,0.0,100.0,0.0,0.0,527771,25234.0,12,232,,380.2667,274.3333,654.6,520.6,218.20000000000002,126.75556666666667,91.44443333333334,135.0,116.66666666666667,33.333333333333336,0.0,0.0,33.333333333333336,11.1111,36.0,0.0,2102.8333333333335,0.419131771033423,0.24347976693558712,0.17565200409783582,0.2593161736457933,0.22410039697784606,0.06402868485081317,0.0,0.0,0.06402868485081317,0.021342873607376106,0.06915097963887822,0.0,0.10300083237290325,0.419131771033423,1.0,520.6
41,1,13,1,8,5,1,0,6,2023,4,1,3765.0,520.0,586.0,86.6667,1908.6667,1448.6667,233.3333,80.0,65.0,188.0,0.0,0.0,527766,2300.0,13,232,,520.0,586.0,1106.0,1255.0,368.6666666666667,173.33333333333334,195.33333333333334,636.2222333333333,482.8889,26.666666666666668,21.666666666666668,0.0,62.666666666666664,77.77776666666666,28.888900000000003,0.0,191.66666666666666,0.29375830013280213,0.13811420982735725,0.1556440903054449,0.5069499867197875,0.38477203187250997,0.021248339973439577,0.017264276228419657,0.0,0.049933598937583,0.0619743160690571,0.0230190438247012,0.0,0.025852138114209833,0.29375830013280213,1.0,1255.0
35,1,13,3,7,3,1,2,6,2023,1,2,3503.3334,693.3333,115.0,0.0,1565.0,1150.0,133.3333,606.0,0.0,15.0,0.0,0.0,527765,35000.0,13,232,,693.3333,115.0,808.3333,1167.7778,269.44443333333334,231.1111,38.333333333333336,521.6666666666666,383.3333333333333,202.0,0.0,0.0,5.0,44.444433333333336,0.0,0.0,2916.6666666666665,0.2307326216796837,0.19790674219016663,0.03282587948951704,0.44671740348777533,0.3282587948951704,0.1729781127882376,0.0,0.0,0.004281636455154396,0.03805898119773585,0.0,0.0,0.10723124439141307,0.2307326216796837,2.0,583.8889
67,1,12,2,1,1,0,0,6,2023,4,1,1172.0,173.3333,0.0,0.0,495.0,350.0,0.0,0.0,444.0,30.0,0.0,0.0,527748,18179.0,12,232,,173.3333,0.0,173.3333,390.6666666666667,57.77776666666667,57.77776666666667,0.0,165.0,116.66666666666667,0.0,148.0,0.0,10.0,0.0,0.0,0.0,1514.9166666666667,0.1478953071672355,0.1478953071672355,0.0,0.4223549488054607,0.2986348122866894,0.0,0.378839590443686,0.0,0.025597269624573378,0.0,0.0,0.0,0.025312883959044408,0.1478953071672355,1.7,229.80392156862746
50,1,13,4,3,1,2,2,6,2023,3,1,4500.1667,346.6667,550.0,0.0,1618.6667,1101.6667,166.6667,425.0,145.0,183.0,0.0,0.0,527819,151688.0,14,232,,346.6667,550.0,896.6667,1500.0555666666667,298.8889,115.55556666666666,183.33333333333334,539.5555666666667,367.22223333333335,141.66666666666666,48.333333333333336,0.0,61.0,55.555566666666664,0.0,0.0,12640.666666666666,0.19925188549126413,0.07703419075564467,0.12221769473561947,0.35969038658056823,0.24480575352908596,0.09444094593206957,0.03222102861211786,0.0,0.040665160248397024,0.03703567247853285,0.0,0.0,0.23669492065705033,0.19925188549126413,2.7,555.5761358024691
54,1,12,2,1,1,2,0,6,2023,3,1,9990.6193,693.3333,433.3333,86.6667,1521.6667,634.6667,133.3333,581.0,1260.0,316.0,0.0,0.0,527812,284310.5,13,232,,693.3333,433.3333,1126.6666,3330.2064333333333,375.55553333333336,231.1111,144.44443333333334,507.22223333333335,211.55556666666666,193.66666666666666,420.0,0.0,105.33333333333333,44.444433333333336,28.888900000000003,0.0,23692.541666666668,0.11277244845071817,0.0693984305857796,0.043374017864938566,0.15230954701677002,0.06352626208067001,0.0581545530415717,0.1261183078009989,0.0,0.03162967084532988,0.013345849340891211,0.008674807576743517,0.0,0.4969948159269766,0.11277244845071817,1.7,1958.9449607843137
54,1,16,3,4,1,3,0,6,2023,2,1,32562.275,789.0,2340.00005,311.66675000000004,10606.86625,7493.25,730.00005,2914.0,495.0,1304.5,0.0,0.0,527834,284310.5,16,232,,789.0,2340.00005,3129.00005,10854.091666666667,1043.0000166666666,263.0,780.0000166666667,3535.622083333333,2497.75,971.3333333333334,165.0,0.0,434.8333333333333,243.33335,103.88891666666667,0.0,23692.541666666668,0.09609279603467509,0.024230493723181194,0.0718623023114939,0.32574094561881806,0.2301205920040906,0.08949006173555134,0.015201640548763868,0.0,0.040061697163358514,0.02241858254682758,0.0095714058676797,0.0,0.4014228704843259,0.09609279603467509,2.4,4522.538194444445
29,1,12,1,8,5,1,0,6,2023,3,1,1571.8333,277.3333,130.0,0.0,913.0,700.0,0.0,100.0,0.0,75.0,0.0,0.0,528088,12000.0,12,232,,277.3333,130.0,407.3333,523.9444333333333,135.77776666666668,92.44443333333334,43.333333333333336,304.3333333333333,233.33333333333334,33.333333333333336,0.0,0.0,25.0,0.0,0.0,0.0,1000.0,0.25914535593564536,0.17643938450725022,0.08270597142839511,0.580850399339421,0.4453398461528968,0.0636199780218424,0.0,0.0,0.047714983516381794,0.0,0.0,0.0,0.04866928318670949,0.25914535593564536,1.0,523.9444333333333
61,1,15,1,8,2,0,0,6,2023,1,2,3550.4167,346.6667,866.6667,0.0,2027.4167,1527.4167,0.0,50.0,243.0,0.0,0.0,0.0,528131,2800.0,15,232,,346.6667,866.6667,1213.3334,1183.4722333333334,404.44446666666664,115.55556666666666,288.8889,675.8055666666667,509.1389,16.666666666666668,81.0,0.0,0.0,0.0,0.0,0.0,233.33333333333334,0.34174394233781064,0.09764113040590418,0.24410281193190644,0.5710362673767279,0.43020772744787955,0.014082853992884834,0.06844267040542029,0.0,0.0,0.0,0.0,0.0,0.004694265887156379,0.34174394233781064,1.0,1183.4722333333334
73,1,15,1,8,3,1,0,6,2023,4,2,1848.3667,377.8667,0.0,0.0,1043.3333,467.3333,0.0,51.6667,334.0,0.0,0.0,0.0,528123,7191.0,15,232,,377.8667,0.0,377.8667,616.1222333333334,125.95556666666666,125.95556666666666,0.0,347.77776666666665,155.77776666666668,17.22223333333333,111.33333333333333,0.0,0.0,0.0,0.0,0.0,599.25,0.20443275676844858,0.20443275676844858,0.0,0.5644622898692125,0.2528358144517535,0.02795262433585283,0.18070007428720716,0.0,0.0,0.0,0.0,0.0,0.02245225473927881,0.20443275676844858,1.0,616.1222333333334
51,1,12,3,9,1,2,0,6,2023,3,1,6095.6333,1386.6667,1733.3333,0.0,2330.0,2000.0,50.0,0.0,80.0,0.0,0.0,0.0,528118,65194.6,13,232,,1386.6667,1733.3333,3120.0,2031.8777666666667,1040.0,462.22223333333335,577.7777666666667,776.6666666666666,666.6666666666666,0.0,26.666666666666668,0.0,0.0,16.666666666666668,0.0,0.0,5432.883333333333,0.5118418130565695,0.22748525571575967,0.2843565573408099,0.38224084116083556,0.32810372631831375,0.0,0.013124149052732553,0.0,0.0,0.008202593157957846,0.0,0.0,0.08459060357190462,0.5118418130565695,2.4,846.6157361111111
66,1,13,1,8,3,1,0,6,2023,3,2,2386.4167,121.3333,43.3333,0.0,145.8333,0.8333,0.0,50.0,196.0,1304.5,0.0,0.0,528115,20313.8,13,232,,121.3333,43.3333,164.6666,795.4722333333334,54.888866666666665,40.44443333333333,14.444433333333334,48.6111,0.27776666666666666,16.666666666666668,65.33333333333333,0.0,434.8333333333333,0.0,0.0,0.0,1692.8166666666666,0.06900161233367164,0.05084329991488912,0.01815831241878252,0.06110973829507646,0.00034918461641673894,0.0209519150616068,0.08213150704149864,0.0,0.5466354639573214,0.0,0.0,0.0,0.22016976331082505,0.06900161233367164,1.0,795.4722333333334
52,1,14,3,9,3,2,1,6,2023,4,2,3336.3166,346.6667,1473.3333,0.0,658.6667,166.6667,16.6667,420.0,0.0,0.0,0.0,0.0,528110,27328.4,14,232,,346.6667,1473.3333,1820.0,1112.1055333333334,606.6666666666666,115.55556666666666,491.1111,219.55556666666666,55.555566666666664,140.0,0.0,0.0,0.0,5.5555666666666665,0.0,0.0,2277.366666666667,0.5455117778690427,0.10390701529944729,0.44160476256959547,0.19742332007699748,0.049955301004706805,0.12588733335439448,0.0,0.0,0.0,0.004995539092423063,0.0,0.0,0.1261820296071422,0.5455117778690427,2.2,505.5025151515151
31,1,16,4,9,5,3,0,6,2023,4,1,11090.5834,520.0,1516.6667,0.0,1790.0,275.0,333.3333,3433.0,1412.6667,167.0,0.0,0.0,528094,225179.0,16,232,,520.0,1516.6667,2036.6667,3696.8611333333333,678.8889,173.33333333333334,505.55556666666666,596.6666666666666,91.66666666666667,1144.3333333333333,470.8889,0.0,55.666666666666664,111.11110000000001,0.0,0.0,18764.916666666668,0.18363927545957592,0.04688662275421868,0.13675265270535722,0.16139818217317584,0.02479581011040411,0.30954187676006295,0.1273753281545135,0.0,0.015057819230681769,0.0300555244009977,0.0,0.0,0.17293199382099245,0.18363927545957592,3.0999999999999996,1192.5358494623658
41,1,14,3,3,1,2,1,6,2023,2,2,4267.8667,585.8667,260.0,65.0,1430.6667,470.6667,130.0,620.0,241.0,63.0,0.0,0.0,527961,95000.0,14,232,,585.8667,260.0,845.8667,1422.6222333333333,281.9555666666667,195.2889,86.66666666666667,476.8889,156.8889,206.66666666666666,80.33333333333333,0.0,21.0,43.333333333333336,21.666666666666668,0.0,7916.666666666667,0.19819426412732152,0.1372738984561069,0.06092036567121462,0.3352182250678073,0.11028149028178412,0.1452716412159733,0.056468492795241236,0.0,0.014761473220332772,0.03046018283560731,0.015230091417803656,0.0,0.20439562931991284,0.19819426412732152,2.2,646.6464696969696
66,1,12,3,4,1,2,0,6,2023,1,2,5026.8666,693.3333,216.6667,0.0,1585.0,1325.0,33.3333,1352.0,379.0,113.0,0.0,0.0,527960,134161.0,15,232,,693.3333,216.6667,910.0,1675.6222,303.3333333333333,231.1111,72.22223333333334,528.3333333333334,441.6666666666667,450.6666666666667,126.33333333333333,0.0,37.666666666666664,11.1111,0.0,0.0,11180.083333333334,0.18102728248249117,0.13792554192705253,0.04310174055543865,0.3153057612469764,0.2635836805376932,0.2689548196882726,0.0753948791877628,0.0,0.022479212000573078,0.006631029357333652,0.0,0.0,0.13020701603659024,0.18102728248249117,2.4,698.1759166666667
46,1,16,1,8,5,1,0,6,2023,3,2,7042.9527,346.6667,750.0,0.0,1580.0,1400.0,500.0,1017.0,663.0,30.0,0.0,0.0,527985,144613.8,16,232,,346.6667,750.0,1096.6667,2347.6509,365.55556666666666,115.55556666666666,250.0,526.6666666666666,466.6666666666667,339.0,221.0,0.0,10.0,166.66666666666666,0.0,0.0,12051.15,0.15571121186146827,0.04922178449388138,0.10648942736758689,0.22433772698771637,0.19878026441949553,0.14439966351044783,0.0941366537929468,0.0,0.004259577094703476,0.07099295157839125,0.0,0.0,0.30616221517432596,0.15571121186146827,1.0,2347.6509
73,1,16,3,9,3,1,0,6,2023,1,2,13386.8,693.3333,86.6667,0.0,3527.0,2920.0,433.3333,576.0,843.0,14.0,0.0,0.0,528033,165846.6,16,232,,693.3333,86.6667,780.0,4462.266666666666,260.0,231.1111,28.888900000000003,1175.6666666666667,973.3333333333334,192.0,281.0,0.0,4.666666666666667,144.44443333333334,0.0,0.0,13820.550000000001,0.058266351928765656,0.051792310335554426,0.006474041593211224,0.2634684913496878,0.21812531747691757,0.04302745988585771,0.06297248035378133,0.0,0.0010458063166701528,0.03237019302596588,0.0,0.0,0.5388492171392714,0.058266351928765656,2.4,1859.2777777777778
62,1,13,1,8,5,1,0,6,2023,3,1,3299.4167,693.3333,866.6667,0.0,717.0,500.0,0.0,400.0,96.0,0.0,0.0,0.0,528030,34000.0,13,232,,693.3333,866.6667,1560.0,1099.8055666666667,520.0,231.1111,288.8889,239.0,166.66666666666666,133.33333333333334,32.0,0.0,0.0,0.0,0.0,0.0,2833.3333333333335,0.4728108456261375,0.21013814350882082,0.26267270211731664,0.21731113866278243,0.15154193770068508,0.12123355016054808,0.02909605203853154,0.0,0.0,0.0,0.0,0.0,0.15954841351200055,0.4728108456261375,1.0,1099.8055666666667
78,1,11,1,8,3,0,0,6,2023,3,2,2208.0,520.0,0.0,0.0,341.0,0.0,0.0,100.0,1247.0,0.0,0.0,0.0,527992,13319.0,11,232,,520.0,0.0,520.0,736.0,173.33333333333334,173.33333333333334,0.0,113.66666666666667,0.0,33.333333333333336,415.6666666666667,0.0,0.0,0.0,0.0,0.0,1109.9166666666667,0.2355072463768116,0.2355072463768116,0.0,0.15443840579710147,0.0,0.04528985507246377,0.5647644927536232,0.0,0.0,0.0,0.0,0.0,0.0,0.2355072463768116,1.0,736.0
32,1,16,1,8,5,1,0,6,2023,4,2,6298.9167,728.0,0.0,0.0,722.0,500.0,137.3333,736.0,216.6667,0.0,0.0,0.0,527736,51400.0,16,232,,728.0,0.0,728.0,2099.6389,242.66666666666666,242.66666666666666,0.0,240.66666666666666,166.66666666666666,245.33333333333334,72.22223333333334,0.0,0.0,45.77776666666667,0.0,0.0,4283.333333333333,0.11557542902575613,0.11557542902575613,0.0,0.11462288428103835,0.07937872872648086,0.11684548868537983,0.03439745440672362,0.0,0.0,0.02180268553162483,0.0,0.0,0.5967560580694773,0.11557542902575613,1.0,2099.6389
55,1,12,3,9,4,0,0,5,2023,3,2,12439.0,1733.33325,2340.00005,34.6667,3141.3333,2847.3333,466.6667,1873.3333,745.0,0.0,0.0,0.0,527449,16999.0,12,232,,1733.33325,2340.00005,4073.3333000000002,4146.333333333333,1357.7777666666668,577.77775,780.0000166666667,1047.1110999999999,949.1111,624.4444333333333,248.33333333333334,0.0,0.0,155.55556666666666,11.555566666666666,0.0,1416.5833333333333,0.327464691695474,0.1393466717581799,0.18811801993729402,0.25253905458638154,0.22890371412492966,0.15060159980705845,0.05989227429857706,0.0,0.0,0.03751641611061983,0.0027869362488946057,0.0,0.16919902725299463,0.327464691695474,2.4,1727.638888888889
56,1,12,6,9,3,6,1,5,2023,3,2,6794.8667,1386.6667,520.0,0.0,1821.3333,500.0,60.0,810.0,256.0,265.0,0.0,0.0,527428,89614.8,12,232,,1386.6667,520.0,1906.6667,2264.9555666666665,635.5555666666667,462.22223333333335,173.33333333333334,607.1111,166.66666666666666,270.0,85.33333333333333,0.0,88.33333333333333,20.0,0.0,0.0,7467.900000000001,0.28060398889061355,0.204075629621991,0.0765283592686226,0.26804547909674226,0.07358496083521403,0.11920763655304674,0.03767549994762958,0.0,0.039000029242663437,0.008830195300225684,0.0,0.0,0.24663717096907878,0.28060398889061355,4.3,526.7338527131783
38,2,12,2,7,3,1,1,5,2023,2,2,7581.3667,703.2,790.6667,300.0,1864.3333,358.3333,730.00005,690.0,0.0,940.0,0.0,0.0,527427,11264.0,12,232,,703.2,790.6667,1493.8667,2527.122233333333,497.9555666666667,234.4,263.55556666666666,621.4444333333333,119.44443333333334,230.0,0.0,0.0,313.3333333333333,243.33335,100.0,0.0,938.6666666666666,0.19704451177648488,0.0927537247340905,0.10429078704239436,0.24590992281114699,0.0472650003857484,0.09101261386024238,0.0,0.0,0.12398819859221426,0.09628871401247484,0.03957070167836625,0.0,0.2061853372690704,0.19704451177648488,1.5,1684.7481555555553
44,1,13,1,8,3,1,0,5,2023,3,2,6953.3333,0.0,866.6667,0.0,3597.3333,2333.3333,66.6667,618.0,1139.3333,0.0,0.0,0.0,527467,48000.0,13,232,,0.0,866.6667,866.6667,2317.7777666666666,288.8889,0.0,288.8889,1199.1110999999999,777.7777666666666,206.0,379.77776666666665,0.0,0.0,22.222233333333335,0.0,0.0,4000.0,0.12464046560230328,0.0,0.12464046560230328,0.5173537848387045,0.33557046661347295,0.0888782362841718,0.16385426253046148,0.0,0.0,0.009587732548359217,0.0,0.0,0.0956855181959998,0.12464046560230328,1.0,2317.7777666666666
81,1,11,1,8,5,0,0,5,2023,3,1,3900.6667,346.6667,260.0,0.0,1267.0,832.0,100.0,80.0,1216.0,212.0,0.0,0.0,527471,23003.0,11,232,,346.6667,260.0,606.6667,1300.2222333333334,202.22223333333332,115.55556666666666,86.66666666666667,422.3333333333333,277.3333333333333,26.666666666666668,405.3333333333333,0.0,70.66666666666667,33.333333333333336,0.0,0.0,1916.9166666666667,0.15552897662340645,0.0888737045900384,0.06665527203336805,0.32481626794722035,0.2132968705067777,0.02050931447180555,0.31174157997144436,0.0,0.05434968335028471,0.02563664308975694,0.0,0.0,0.10741753454608172,0.15552897662340645,1.0,1300.2222333333334
47,1,15,4,3,1,4,2,6,2023,4,1,13675.5,1213.3333,260.0,216.6667,6210.3333,5020.3333,66.6667,1342.0,2280.0,372.0,0.0,0.0,527520,129545.8,15,232,,1213.3333,260.0,1473.3333,4558.5,491.1111,404.44443333333334,86.66666666666667,2070.1111,1673.4444333333333,447.3333333333333,760.0,0.0,124.0,22.222233333333335,72.22223333333334,0.0,10795.483333333334,0.10773524185587365,0.08872313992175788,0.019012101934115757,0.45412111440166725,0.367104186318599,0.09813169536762824,0.16672150926839968,0.0,0.027201930459581,0.004874900369273519,0.015843420715878763,0.0,0.12537018756169793,0.10773524185587365,2.7,1688.3333333333333
55,1,15,5,4,1,4,1,5,2023,3,1,26762.5001,1733.33325,128.0,0.0,4824.6667,3066.6667,153.3333,3851.5,1521.3333,1304.5,0.0,0.0,527350,261160.0,15,232,,1733.33325,128.0,1861.33325,8920.833366666668,620.4444166666666,577.77775,42.666666666666664,1608.2222333333332,1022.2222333333334,1283.8333333333333,507.1111,0.0,434.8333333333333,51.1111,0.0,0.0,21763.333333333332,0.06955005111798204,0.06476723936565253,0.004782811752329521,0.1802771296393194,0.11458819947841868,0.14391405831325899,0.056845709269142605,0.0,0.048743577585264534,0.005729408666120845,0.0,0.0,0.49494006540891156,0.06955005111798204,3.5999999999999996,2478.009268518519
75,2,11,2,1,1,0,0,5,2023,4,1,3267.6667,520.0,130.0,0.0,784.6667,11.6667,0.0,963.0,734.0,64.0,0.0,0.0,527416,45658.0,12,232,,520.0,130.0,650.0,1089.2222333333334,216.66666666666666,173.33333333333334,43.333333333333336,261.55556666666666,3.8889,321.0,244.66666666666666,0.0,21.333333333333332,0.0,0.0,0.0,3804.8333333333335,0.19891869632848416,0.15913495706278732,0.03978373926569683,0.24013058002519044,0.003570345776085425,0.29470569932973883,0.22462511246939595,0.0,0.01958584086926613,0.0,0.0,0.0,0.022034070977924425,0.19891869632848416,1.7,640.7189607843138
55,1,12,1,8,3,1,0,5,2023,3,2,5619.1667,797.3333,0.0,0.0,2690.0,2010.0,86.6667,180.0,771.3333,0.0,0.0,0.0,527405,54000.0,12,232,,797.3333,0.0,797.3333,1873.0555666666667,265.77776666666665,265.77776666666665,0.0,896.6666666666666,670.0,60.0,257.1111,0.0,0.0,28.888900000000003,0.0,0.0,4500.0,0.14189529205460302,0.14189529205460302,0.0,0.47871866837479654,0.35770428380421604,0.03203321944515367,0.13726827146808085,0.0,0.0,0.015423407887151668,0.0,0.0,0.19466114077021424,0.14189529205460302,1.0,1873.0555666666667
47,1,15,5,4,1,4,1,5,2023,3,1,13638.9665,1733.33325,1266.6667,0.0,4368.6667,3128.6667,730.00005,981.0,1270.0,560.0,0.0,0.0,527403,201638.6,15,232,,1733.33325,1266.6667,2999.99995,4546.322166666667,999.9999833333333,577.77775,422.22223333333335,1456.2222333333332,1042.8889000000001,327.0,423.3333333333333,0.0,186.66666666666666,243.33335,0.0,0.0,16803.216666666667,0.21995801148129512,0.12708684708625098,0.09287116439504416,0.3203077520573131,0.22939177246311152,0.0719262709531547,0.09311555974567427,0.0,0.04105882949415558,0.05352312068513402,0.0,0.0,0.20011045558327312,0.21995801148129512,3.5999999999999996,1262.8672685185186
